Week, Title, URL,
Week 1, Lecture 4, https://hello.iitk.ac.in/eco201a21/#/lecture/13,
Week 1, Lecture 5, https://hello.iitk.ac.in/eco201a21/#/lecture/16,
Week 1, Lecture 6, https://hello.iitk.ac.in/eco201a21/#/lecture/19,
Week 2, Lecture 7, https://hello.iitk.ac.in/eco201a21/#/lecture/21,
Week 2, Lecture 8, https://hello.iitk.ac.in/eco201a21/#/lecture/23,
